id,siRef,sno,itmCod,desc,qty,price,disc,tot,vat,traDate,action,unique,siDat,cusCode,cusName,spCode,spCName,dlRef,wac
2300173,2300173,2,10013000,Jumia,1,25200,5200,21000,1000,2023-6-3 13-24-26,,2300174 10013000,8/10/2023,22310747,Marjan Beauty Saloon JLT,370,Ariel Abapo Naciogoyo,2300174,18331.74
2300173,2300173,3,10016000,My Ultrasonic,2,9800,1600,18900,900,2023-6-3 13-24-26,,2300174 10016000,8/10/2023,22310747,Marjan Beauty Saloon JLT,370,Ariel Abapo Naciogoyo,2300174,14356.02
2300174,2300174,1,10008000,DeodLeaser,2,15400,300,32025,1525,2023-6-3 13-24-35,,2300175 10008000,9/21/2023,22310029,Al Jameya Pharmacy,370,Ariel Abapo Naciogoyo,2300175,22251.46
2300174,2300174,2,10009001,G5 Slimming Applicators,2,2800,255,5612.25,267.25,2023-6-3 13-24-35,,2300175 10009001,9/21/2023,22310029,Al Jameya Pharmacy,370,Ariel Abapo Naciogoyo,2300175,4101.72
2300174,2300174,3,10014000,Konmision,1,39200,1200,39900,1900,2023-6-3 13-24-35,,2300175 10014000,9/21/2023,22310029,Al Jameya Pharmacy,370,Ariel Abapo Naciogoyo,2300175,29104.04
2300175,2300175,1,10004000,RF Fractional CO2 Laser,1,81900,2900,82950,3950,2023-6-3 13-24-45,,2300176 10004000,9/17/2023,22310055,Al Noor Pharmacy,366,Franco Viola Parota,2300176,59987.655
2300175,2300175,2,10004001,RF Fractional CO2 Laser - Handpiece,2,7700,300,15855,755,2023-6-3 13-24-45,,2300176 10004001,9/17/2023,22310055,Al Noor Pharmacy,366,Franco Viola Parota,2300176,11202.73
2300176,2300176,1,10018004,SVTA Radio Hand Pice 4,5,1820,220,9324,444,2023-6-3 13-24-54,,2300177 10018004,8/22/2023,22310131,Ali Bin Ali Medical,417,Jaime  Endaya,2300177,6619.795
2300176,2300176,2,10018005,SVTA Radio Hand Pice 5,4,2240,240,9156,436,2023-6-3 13-24-54,,2300177 10018005,8/22/2023,22310131,Ali Bin Ali Medical,417,Jaime  Endaya,2300177,6652.352
2300177,2300177,1,10008000,DeodLeaser,1,15400,2400,13650,650,2023-6-3 13-25-4,,2300178 10008000,7/25/2023,22310252,Faith Pharmacy,598,Allen Madrid Gomez,2300178,11125.73
2300177,2300177,2,10009001,G5 Slimming Applicators,3,2800,240,8568,408,2023-6-3 13-25-4,,2300178 10009001,7/25/2023,22310252,Faith Pharmacy,598,Allen Madrid Gomez,2300178,6152.58
2300178,2300178,1,10018001,SVTA Radio Hand Pice 1,4,1680,280,6762,322,2023-6-3 13-25-32,,2300179 10018001,8/23/2023,22310182,Spaces Spa Center,417,Jaime  Endaya,2300179,4989.264
2300178,2300178,2,10018000,SVTA Radio,1,25200,3200,23100,1100,2023-6-3 13-25-32,,2300179 10018000,8/23/2023,22310182,Spaces Spa Center,417,Jaime  Endaya,2300179,18709.74
2300179,2300179,1,10009000,G5 Slimming,1,51800,3800,50400,2400,2023-6-3 13-25-44,,2300180 10009000,8/2/2023,22310701,Grace Medical Centre,1138,Jessie Tolntion Matitu,2300180,37681.91
2300179,2300179,2,10009001,G5 Slimming Applicators,3,2800,1400,7350,350,2023-6-3 13-25-44,,2300180 10009001,8/2/2023,22310701,Grace Medical Centre,1138,Jessie Tolntion Matitu,2300180,6152.58
2300179,2300179,3,10010000,Hiemt A,1,85400,4400,85050,4050,2023-6-3 13-25-44,,2300180 10010000,8/2/2023,22310701,Grace Medical Centre,1138,Jessie Tolntion Matitu,2300180,63405.23
2300180,2300180,1,10001000,Microneedling RF,1,31465,2465,30450,1450,2023-6-3 13-25-59,,2300181 10001000,10/13/2023,22310182,Spaces Spa Center,709,Jinu Ambadan Jose,2300181,22731.88925
2300180,2300180,2,10001001,Microneedling RF - HandPiece,3,4725,2450,12311.25,586.25,2023-6-3 13-25-59,,2300181 10001001,10/13/2023,22310182,Spaces Spa Center,709,Jinu Ambadan Jose,2300181,10382.47875
2300181,2300181,1,10007000,Crio Lipo,2,36400,4400,71820,3420,2023-6-3 13-26-44,,2300182 10007000,10/2/2023,22310131,Ali Bin Ali Medical,329,Sanjay Kumar Mandal,2300182,52958.36
2300181,2300181,2,10008001,DeodLeaser Hand Piece,2,2100,300,4095,195,2023-6-3 13-26-44,,2300182 10008001,10/2/2023,22310131,Ali Bin Ali Medical,329,Sanjay Kumar Mandal,2300182,3118.29
2300182,2300182,1,10008000,DeodLeaser,2,15400,2400,29820,1420,2023-6-3 13-27-3,,2300183 10008000,9/23/2023,22310133,Al Samnan Clinic,598,Allen Madrid Gomez,2300183,22251.46
2300182,2300182,2,10009001,G5 Slimming Applicators,2,2800,240,5628,268,2023-6-3 13-27-3,,2300183 10009001,9/23/2023,22310133,Al Samnan Clinic,598,Allen Madrid Gomez,2300183,4101.72
2300183,2300183,1,10018003,SVTA Radio Hand Pice 3,2,1960,1880,2142,102,2023-6-3 13-27-15,,2300184 10018003,8/15/2023,22310341,Kaya Trading,894,Dev Kumar Rai,2300184,2871.204
2300183,2300183,2,10018004,SVTA Radio Hand Pice 4,3,1820,320,5397,257,2023-6-3 13-27-15,,2300184 10018004,8/15/2023,22310341,Kaya Trading,894,Dev Kumar Rai,2300184,3971.877
2300184,2300184,1,10018001,SVTA Radio Hand Pice 1,1,1680,360,1386,66,2023-6-3 13-27-28,,2300185 10018001,9/26/2023,22310182,Spaces Spa Center,370,Ariel Abapo Naciogoyo,2300185,1247.316
2300184,2300184,2,10018002,SVTA Radio Hand Pice 2,2,2100,300,4095,195,2023-6-3 13-27-28,,2300185 10018002,9/26/2023,22310182,Spaces Spa Center,370,Ariel Abapo Naciogoyo,2300185,3034.29
2300185,2300185,1,10004001,RF Fractional CO2 Laser - Handpiece,2,7700,700,15435,735,2023-6-3 13-28-35,,2300186 10004001,10/17/2023,22310131,Ali Bin Ali Medical,418,Lucero Jackson Riconose,2300186,11202.73
2300185,2300185,2,10004002,RF Fractional CO2 Laser - Accessories,6,1400,1600,7140,340,2023-6-3 13-28-35,,2300186 10004002,10/17/2023,22310131,Ali Bin Ali Medical,418,Lucero Jackson Riconose,2300186,6236.58
2300186,2300186,1,10018007,SVTA Radio Hand Pice 7,3,2520,500,7413,353,2023-6-3 13-28-59,,2300187 10018007,10/6/2023,22310097,Sahar Pharmacy,365,Allen Joseph Anora,2300187,5537.322
2300186,2300186,2,10018008,SVTA Radio Hand Pice 8,2,1400,30,2908.5,138.5,2023-6-3 13-28-59,,2300187 10018008,10/6/2023,22310097,Sahar Pharmacy,365,Allen Joseph Anora,2300187,2036.86
2300186,2300186,3,10018000,SVTA Radio,2,25200,3200,49560,2360,2023-6-3 13-28-59,,2300187 10018000,10/6/2023,22310097,Sahar Pharmacy,365,Allen Joseph Anora,2300187,37419.48
2300187,2300187,1,10018001,SVTA Radio Hand Pice 1,2,1680,280,3234,154,2023-6-3 13-29-8,,2300188 10018001,10/17/2023,22310102,Health &amp; Aesthetic Medical Center,417,Jaime  Endaya,2300188,2494.632
2300187,2300187,2,10018000,SVTA Radio,1,25200,3200,23100,1100,2023-6-3 13-29-8,,2300188 10018000,10/17/2023,22310102,Health &amp; Aesthetic Medical Center,417,Jaime  Endaya,2300188,18709.74
2300188,2300188,1,10006000,Caviation Laser,1,24500,6000,19425,925,2023-6-3 13-29-21,,2300189 10006000,10/8/2023,22310269,Flora Beauty Spa,1098,Joyson Joseph Kalaparambath,2300189,17945.025
2300189,2300189,1,10019000,VCA Laser,1,39200,3200,37800,1800,2023-6-3 13-29-33,,2300190 10019000,10/9/2023,22310207,Delta Pharmacy,981,Raj Kumar Giri,2300190,28320.04
2300189,2300189,2,10019001,VCA Leaser Hand Piece,1,40000,4000,37800,1800,2023-6-3 13-29-33,,2300190 10019001,10/9/2023,22310207,Delta Pharmacy,981,Raj Kumar Giri,2300190,31788.33
2300190,2300190,1,10011000,Hydra Fresh,1,74200,14200,63000,3000,2023-6-3 13-29-45,,2300191 10011000,10/10/2023,22310439,NAS Medical,370,Ariel Abapo Naciogoyo,2300191,53605.79
2300190,2300190,2,10013000,Jumia,1,25200,5200,21000,1000,2023-6-3 13-29-45,,2300191 10013000,10/10/2023,22310439,NAS Medical,370,Ariel Abapo Naciogoyo,2300191,18331.74
2300190,2300190,3,10016000,My Ultrasonic,3,9800,1600,29190,1390,2023-6-3 13-29-45,,2300191 10016000,10/10/2023,22310439,NAS Medical,370,Ariel Abapo Naciogoyo,2300191,21534.03
2300191,2300191,1,10008001,DeodLeaser Hand Piece,3,2100,300,6300,300,2023-6-3 13-29-56,,2300192 10008001,10/11/2023,22310252,Faith Pharmacy,1008,Jalil Khadim Hussain,2300192,4677.435
2300192,2300192,1,10018005,SVTA Radio Hand Pice 5,3,2240,240,6804,324,2023-6-3 13-30-8,,2300193 10018005,10/12/2023,22310210,Al Burg Clinic,994,Michael Cadiang Manza,2300193,4989.264
2300192,2300192,2,10018006,SVTA Radio Hand Pice 6,1,2380,1760,651,31,2023-6-3 13-30-8,,2300193 10018006,10/12/2023,22310210,Al Burg Clinic,994,Michael Cadiang Manza,2300193,1719.431
2300193,2300193,1,10018000,SVTA Radio,1,25200,4400,21840,1040,2023-6-3 13-30-22,,2300194 10018000,9/27/2023,22310269,Flora Beauty Spa,366,Franco Viola Parota,2300194,18709.74
2300193,2300193,2,10019000,VCA Laser,1,39200,320,40824,1944,2023-6-3 13-30-22,,2300194 10019000,9/27/2023,22310269,Flora Beauty Spa,366,Franco Viola Parota,2300194,28320.04
2300194,2300194,1,10009000,G5 Slimming,1,51800,3800,50400,2400,2023-6-3 13-30-35,,2300195 10009000,9/30/2023,22310280,Gulf Beauty Salon - Abu Dhabi,1138,Jessie Tolntion Matitu,2300195,37681.91
2300194,2300194,2,10009001,G5 Slimming Applicators,4,2800,1400,10290,490,2023-6-3 13-30-35,,2300195 10009001,9/30/2023,22310280,Gulf Beauty Salon - Abu Dhabi,1138,Jessie Tolntion Matitu,2300195,8203.44
2300194,2300194,3,10010000,Hiemt A,1,85400,4400,85050,4050,2023-6-3 13-30-35,,2300195 10010000,9/30/2023,22310280,Gulf Beauty Salon - Abu Dhabi,1138,Jessie Tolntion Matitu,2300195,63405.23
2300195,2300195,1,10018004,SVTA Radio Hand Pice 4,2,1820,220,3591,171,2023-6-3 13-30-48,,2300196 10018004,10/11/2023,22310093,Women's Medical Center (Dr. Ameena),417,Jaime  Endaya,2300196,2647.918
2300195,2300195,2,10018005,SVTA Radio Hand Pice 5,2,2240,240,4452,212,2023-6-3 13-30-48,,2300196 10018005,10/11/2023,22310093,Women's Medical Center (Dr. Ameena),417,Jaime  Endaya,2300196,3326.176
2300196,2300196,1,10008001,DeodLeaser Hand Piece,4,2100,300,8505,405,2023-6-3 13-31-2,,2300197 10008001,10/21/2023,22310029,Al Jameya Pharmacy,365,Allen Joseph Anora,2300197,6236.58
2300196,2300196,2,10008000,DeodLeaser,2,15400,3400,28770,1370,2023-6-3 13-31-2,,2300197 10008000,10/21/2023,22310029,Al Jameya Pharmacy,365,Allen Joseph Anora,2300197,22251.46
2300197,2300197,1,10003000,Portable Diode Laser Hair Removal Equipment,2,47180,6180,92589,4409,2023-6-3 13-31-19,,2300198 10003000,10/23/2023,22310055,Al Noor Pharmacy,366,Franco Viola Parota,2300198,70057.582
2300197,2300197,2,10003001,Portable Diode Laser Hair Removal Equipment - Hand Piece,2,6300,3900,9135,435,2023-6-3 13-31-19,,2300198 10003001,10/23/2023,22310055,Al Noor Pharmacy,366,Franco Viola Parota,2300198,9102.87
2300198,2300198,1,10013000,Jumia,1,25200,2200,24150,1150,2023-6-3 13-31-38,,2300199 10013000,11/5/2023,22310029,Al Jameya Pharmacy,418,Lucero Jackson Riconose,2300199,18331.74
2300198,2300198,2,10014000,Konmision,1,39200,3200,37800,1800,2023-6-3 13-31-38,,2300199 10014000,11/5/2023,22310029,Al Jameya Pharmacy,418,Lucero Jackson Riconose,2300199,29104.04
2300199,2300199,1,10007000,Crio Lipo,1,36400,3400,34650,1650,2023-6-3 13-31-52,,2300200 10007000,8/19/2023,22310298,HANI Pharmacy Abu Dhabi,894,Dev Kumar Rai,2300200,26479.18
2300199,2300199,2,10008001,DeodLeaser Hand Piece,3,2100,1300,5250,250,2023-6-3 13-31-52,,2300200 10008001,8/19/2023,22310298,HANI Pharmacy Abu Dhabi,894,Dev Kumar Rai,2300200,4677.435
2300200,2300200,1,10019000,VCA Laser,1,39200,3200,37800,1800,2023-6-3 13-32-6,,2300201 10019000,8/20/2023,22310359,Life Pharmacy LLC,981,Raj Kumar Giri,2300201,28320.04
2300200,2300200,2,10019001,VCA Leaser Hand Piece,1,40000,4000,37800,1800,2023-6-3 13-32-6,,2300201 10019001,8/20/2023,22310359,Life Pharmacy LLC,981,Raj Kumar Giri,2300201,31788.33
2300201,2300201,1,10008001,DeodLeaser Hand Piece,2,2100,300,4095,195,2023-6-3 13-32-19,,2300202 10008001,8/15/2023,22310439,NAS Medical,1008,Jalil Khadim Hussain,2300202,3118.29
2300202,2300202,1,10018000,SVTA Radio,1,25200,500,25935,1235,2023-6-3 13-32-37,,2300203 10018000,9/20/2023,22310131,Ali Bin Ali Medical,1008,Jalil Khadim Hussain,2300203,18709.74
2300202,2300202,2,10018001,SVTA Radio Hand Pice 1,3,1680,180,5103,243,2023-6-3 13-32-37,,2300203 10018001,9/20/2023,22310131,Ali Bin Ali Medical,1008,Jalil Khadim Hussain,2300203,3741.948
2300202,2300202,3,10018002,SVTA Radio Hand Pice 2,2,2100,200,4200,200,2023-6-3 13-32-37,,2300203 10018002,9/20/2023,22310131,Ali Bin Ali Medical,1008,Jalil Khadim Hussain,2300203,3034.29
2300202,2300202,4,10018003,SVTA Radio Hand Pice 3,2,1960,190,3916.5,186.5,2023-6-3 13-32-37,,2300203 10018003,9/20/2023,22310131,Ali Bin Ali Medical,1008,Jalil Khadim Hussain,2300203,2871.204
2300202,2300202,5,10018004,SVTA Radio Hand Pice 4,2,1820,220,3591,171,2023-6-3 13-32-37,,2300203 10018004,9/20/2023,22310131,Ali Bin Ali Medical,1008,Jalil Khadim Hussain,2300203,2647.918
2300203,2300203,1,10017000,SPA Slim,2,8400,400,17220,820,2023-6-3 13-33-4,,2300204 10017000,11/11/2023,22310093,Women's Medical Center (Dr. Ameena),370,Ariel Abapo Naciogoyo,2300204,12221.16
2300203,2300203,2,10018001,SVTA Radio Hand Pice 1,3,1680,360,4914,234,2023-6-3 13-33-4,,2300204 10018001,11/11/2023,22310093,Women's Medical Center (Dr. Ameena),370,Ariel Abapo Naciogoyo,2300204,3741.948
2300204,2300204,1,10008001,DeodLeaser Hand Piece,3,2100,350,6247.5,297.5,2023-6-3 13-33-15,,2300205 10008001,11/13/2023,22310131,Ali Bin Ali Medical,418,Lucero Jackson Riconose,2300205,4677.435
2300205,2300205,1,10012000,Hydra-new,1,16800,280,17346,826,2023-6-3 13-33-32,,2300206 10012000,10/26/2023,22310133,Al Samnan Clinic,366,Franco Viola Parota,2300206,12305.16
2300205,2300205,2,10013000,Jumia,1,25200,3200,23100,1100,2023-6-3 13-33-32,,2300206 10013000,10/26/2023,22310133,Al Samnan Clinic,366,Franco Viola Parota,2300206,18331.74
2300206,2300206,1,10018007,SVTA Radio Hand Pice 7,1,2520,1040,1554,74,2023-6-3 13-33-46,,2300207 10018007,8/31/2023,22311852,Zaki Ladies Salon,1008,Jalil Khadim Hussain,2300207,1845.774
2300206,2300206,2,10018008,SVTA Radio Hand Pice 8,5,1400,350,6982.5,332.5,2023-6-3 13-33-46,,2300207 10018008,8/31/2023,22311852,Zaki Ladies Salon,1008,Jalil Khadim Hussain,2300207,5092.15
2300207,2300207,1,10006000,Caviation Laser,2,24500,3500,47775,2275,2023-6-3 13-34-5,,2300208 10006000,11/12/2023,22310200,German Clinic FZ LLC,894,Dev Kumar Rai,2300208,35890.05
2300207,2300207,2,10007000,Crio Lipo,1,36400,5400,32550,1550,2023-6-3 13-34-5,,2300208 10007000,11/12/2023,22310200,German Clinic FZ LLC,894,Dev Kumar Rai,2300208,26479.18
2300207,2300207,3,10009001,G5 Slimming Applicators,3,2800,550,8242.5,392.5,2023-6-3 13-34-5,,2300208 10009001,11/12/2023,22310200,German Clinic FZ LLC,894,Dev Kumar Rai,2300208,6152.58
2300208,2300208,1,10018007,SVTA Radio Hand Pice 7,1,2520,1040,1554,74,2023-6-3 13-34-27,,2300209 10018007,10/26/2023,22310252,Faith Pharmacy,1008,Jalil Khadim Hussain,2300209,1845.774
2300208,2300208,2,10018008,SVTA Radio Hand Pice 8,2,1400,350,2572.5,122.5,2023-6-3 13-34-27,,2300209 10018008,10/26/2023,22310252,Faith Pharmacy,1008,Jalil Khadim Hussain,2300209,2036.86
2300209,2300209,1,10018003,SVTA Radio Hand Pice 3,2,1960,1880,2142,102,2023-6-3 13-34-39,,2300210 10018003,10/24/2023,22310200,German Clinic FZ LLC,894,Dev Kumar Rai,2300210,2871.204
2300209,2300209,2,10018004,SVTA Radio Hand Pice 4,3,1820,320,5397,257,2023-6-3 13-34-39,,2300210 10018004,10/24/2023,22310200,German Clinic FZ LLC,894,Dev Kumar Rai,2300210,3971.877
2300210,2300210,1,10004000,RF Fractional CO2 Laser,1,81900,3900,81900,3900,2023-6-3 13-34-52,,2300211 10004000,10/27/2023,22310207,Delta Pharmacy,981,Raj Kumar Giri,2300211,59987.655
2300211,2300211,1,10001000,Microneedling RF,2,31465,3465,62438.25,2973.25,2023-6-3 13-35-7,,2300212 10001000,11/9/2023,22310210,Al Burg Clinic,994,Michael Cadiang Manza,2300212,45463.7785
2300211,2300211,2,10001001,Microneedling RF - HandPiece,2,4725,2175,7638.75,363.75,2023-6-3 13-35-7,,2300212 10001001,11/9/2023,22310210,Al Burg Clinic,994,Michael Cadiang Manza,2300212,6921.6525
2300212,2300212,1,10018004,SVTA Radio Hand Pice 4,3,1820,200,5523,263,2023-6-3 13-35-25,,2300213 10018004,11/8/2023,22310210,Al Burg Clinic,994,Michael Cadiang Manza,2300213,3971.877
2300212,2300212,2,10018005,SVTA Radio Hand Pice 5,2,2240,140,4557,217,2023-6-3 13-35-25,,2300213 10018005,11/8/2023,22310210,Al Burg Clinic,994,Michael Cadiang Manza,2300213,3326.176
2300213,2300213,1,10008000,DeodLeaser,1,15400,3400,12600,600,2023-6-3 13-35-42,,2300214 10008000,10/26/2023,22310269,Flora Beauty Spa,1098,Joyson Joseph Kalaparambath,2300214,11125.73
2300213,2300213,2,10008001,DeodLeaser Hand Piece,2,2100,300,4095,195,2023-6-3 13-35-42,,2300214 10008001,10/26/2023,22310269,Flora Beauty Spa,1098,Joyson Joseph Kalaparambath,2300214,3118.29
2300214,2300214,1,10018005,SVTA Radio Hand Pice 5,3,2240,4800,2016,96,2023-6-3 13-35-57,,2300215 10018005,10/28/2023,22310280,Gulf Beauty Salon - Abu Dhabi,1138,Jessie Tolntion Matitu,2300215,4989.264
2300214,2300214,2,10018006,SVTA Radio Hand Pice 6,2,2380,0,4998,238,2023-6-3 13-35-57,,2300215 10018006,10/28/2023,22310280,Gulf Beauty Salon - Abu Dhabi,1138,Jessie Tolntion Matitu,2300215,3438.862
2300214,2300214,3,10018007,SVTA Radio Hand Pice 7,2,2520,0,5292,252,2023-6-3 13-35-57,,2300215 10018007,10/28/2023,22310280,Gulf Beauty Salon - Abu Dhabi,1138,Jessie Tolntion Matitu,2300215,3691.548
2300214,2300214,4,10018008,SVTA Radio Hand Pice 8,2,1400,0,2940,140,2023-6-3 13-35-57,,2300215 10018008,10/28/2023,22310280,Gulf Beauty Salon - Abu Dhabi,1138,Jessie Tolntion Matitu,2300215,2036.86
2300214,2300214,5,10018000,SVTA Radio,2,25200,3200,49560,2360,2023-6-3 13-35-57,,2300215 10018000,10/28/2023,22310280,Gulf Beauty Salon - Abu Dhabi,1138,Jessie Tolntion Matitu,2300215,37419.48
2300215,2300215,1,10004000,RF Fractional CO2 Laser,1,81900,2900,82950,3950,2023-6-3 13-36-9,,2300216 10004000,11/16/2023,22310093,Women's Medical Center (Dr. Ameena),366,Franco Viola Parota,2300216,59987.655
2300215,2300215,2,10004001,RF Fractional CO2 Laser - Handpiece,3,7700,300,23940,1140,2023-6-3 13-36-9,,2300216 10004001,11/16/2023,22310093,Women's Medical Center (Dr. Ameena),366,Franco Viola Parota,2300216,16804.095
2300216,2300216,1,10001000,Microneedling RF,1,31465,2465,30450,1450,2023-6-3 13-36-28,,2300217 10001000,9/20/2023,22310093,Women's Medical Center (Dr. Ameena),370,Ariel Abapo Naciogoyo,2300217,22731.88925
2300216,2300216,2,10001001,Microneedling RF - HandPiece,2,4725,650,9240,440,2023-6-3 13-36-28,,2300217 10001001,9/20/2023,22310093,Women's Medical Center (Dr. Ameena),370,Ariel Abapo Naciogoyo,2300217,6921.6525
2300217,2300217,1,10001000,Microneedling RF,1,31465,2465,30450,1450,2023-6-3 13-36-41,,2300218 10001000,11/17/2023,22310029,Al Jameya Pharmacy,365,Allen Joseph Anora,2300218,22731.88925
2300217,2300217,2,10001001,Microneedling RF - HandPiece,5,4725,1450,23283.75,1108.75,2023-6-3 13-36-41,,2300218 10001001,11/17/2023,22310029,Al Jameya Pharmacy,365,Allen Joseph Anora,2300218,17304.13125
2300217,2300217,3,10004001,RF Fractional CO2 Laser - Handpiece,1,7700,1700,6300,300,2023-6-3 13-36-41,,2300218 10004001,11/17/2023,22310029,Al Jameya Pharmacy,365,Allen Joseph Anora,2300218,5601.365
2300217,2300217,4,10004002,RF Fractional CO2 Laser - Accessories,3,1400,400,3990,190,2023-6-3 13-36-41,,2300218 10004002,11/17/2023,22310029,Al Jameya Pharmacy,365,Allen Joseph Anora,2300218,3118.29
2300218,2300218,1,10018003,SVTA Radio Hand Pice 3,4,1960,880,7308,348,2023-6-3 13-36-56,,2300219 10018003,11/14/2023,22310093,Women's Medical Center (Dr. Ameena),370,Ariel Abapo Naciogoyo,2300219,5742.408
2300218,2300218,2,10018004,SVTA Radio Hand Pice 4,2,1820,220,3591,171,2023-6-3 13-36-56,,2300219 10018004,11/14/2023,22310093,Women's Medical Center (Dr. Ameena),370,Ariel Abapo Naciogoyo,2300219,2647.918
2300219,2300219,1,10011000,Hydra Fresh,1,74200,15400,61740,2940,2023-6-3 13-37-11,,2300220 10011000,11/10/2023,22310182,Spaces Spa Center,709,Jinu Ambadan Jose,2300220,53605.79
2300219,2300219,2,10012000,Hydra-new,2,16800,3800,31290,1490,2023-6-3 13-37-11,,2300220 10012000,11/10/2023,22310182,Spaces Spa Center,709,Jinu Ambadan Jose,2300220,24610.32
2300219,2300219,3,10013000,Jumia,2,25200,5200,47460,2260,2023-6-3 13-37-11,,2300220 10013000,11/10/2023,22310182,Spaces Spa Center,709,Jinu Ambadan Jose,2300220,36663.48
2300220,2300220,1,10001000,Microneedling RF,1,31465,2465,30450,1450,2023-6-3 13-37-22,,2300221 10001000,11/17/2023,22310102,Health & Aesthetic Medical Center,370,Ariel Abapo Naciogoyo,2300221,22731.88925
2300220,2300220,2,10001001,Microneedling RF - HandPiece,3,4725,650,14201.25,676.25,2023-6-3 13-37-22,,2300221 10001001,11/17/2023,22310102,Health & Aesthetic Medical Center,370,Ariel Abapo Naciogoyo,2300221,10382.47875
2300221,2300221,1,10018007,SVTA Radio Hand Pice 7,2,2520,500,4767,227,2023-6-3 13-37-36,,2300222 10018007,12/5/2023,22310133,Al Samnan Clinic,365,Allen Joseph Anora,2300222,3691.548
2300221,2300221,2,10018008,SVTA Radio Hand Pice 8,4,1400,30,5848.5,278.5,2023-6-3 13-37-36,,2300222 10018008,12/5/2023,22310133,Al Samnan Clinic,365,Allen Joseph Anora,2300222,4073.72
2300221,2300221,3,10018000,SVTA Radio,1,25200,3200,23100,1100,2023-6-3 13-37-36,,2300222 10018000,12/5/2023,22310133,Al Samnan Clinic,365,Allen Joseph Anora,2300222,18709.74
2300222,2300222,1,10018001,SVTA Radio Hand Pice 1,5,1680,280,8526,406,2023-6-3 13-37-48,,2300223 10018001,12/11/2023,22310182,Spaces Spa Center,417,Jaime  Endaya,2300223,6236.58
2300222,2300222,2,10018000,SVTA Radio,1,25200,3200,23100,1100,2023-6-3 13-37-48,,2300223 10018000,12/11/2023,22310182,Spaces Spa Center,417,Jaime  Endaya,2300223,18709.74
2300223,2300223,1,10008000,DeodLeaser,1,15400,300,15855,755,2023-6-3 13-38-0,,2300224 10008000,12/16/2023,22310097,Sahar Pharmacy,370,Ariel Abapo Naciogoyo,2300224,11125.73
2300223,2300223,2,10009001,G5 Slimming Applicators,4,2800,255,11492.25,547.25,2023-6-3 13-38-0,,2300224 10009001,12/16/2023,22310097,Sahar Pharmacy,370,Ariel Abapo Naciogoyo,2300224,8203.44
2300223,2300223,3,10014000,Konmision,1,39200,1200,39900,1900,2023-6-3 13-38-0,,2300224 10014000,12/16/2023,22310097,Sahar Pharmacy,370,Ariel Abapo Naciogoyo,2300224,29104.04
2300224,2300224,1,10007000,Crio Lipo,1,36400,4400,33600,1600,2023-6-3 13-38-10,,2300225 10007000,12/1/2023,22310207,Delta Pharmacy,329,Sanjay Kumar Mandal,2300225,26479.18
2300224,2300224,2,10008001,DeodLeaser Hand Piece,5,2100,300,10710,510,2023-6-3 13-38-10,,2300225 10008001,12/1/2023,22310207,Delta Pharmacy,329,Sanjay Kumar Mandal,2300225,7795.725
2300225,2300225,1,10018000,SVTA Radio,1,25200,500,25935,1235,2023-6-3 13-38-22,,2300226 10018000,11/21/2023,22310210,Al Burg Clinic,1008,Jalil Khadim Hussain,2300226,18709.74
2300225,2300225,2,10018001,SVTA Radio Hand Pice 1,2,1680,180,3339,159,2023-6-3 13-38-22,,2300226 10018001,11/21/2023,22310210,Al Burg Clinic,1008,Jalil Khadim Hussain,2300226,2494.632
2300225,2300225,3,10018002,SVTA Radio Hand Pice 2,3,2100,200,6405,305,2023-6-3 13-38-22,,2300226 10018002,11/21/2023,22310210,Al Burg Clinic,1008,Jalil Khadim Hussain,2300226,4551.435
2300225,2300225,4,10018003,SVTA Radio Hand Pice 3,2,1960,190,3916.5,186.5,2023-6-3 13-38-22,,2300226 10018003,11/21/2023,22310210,Al Burg Clinic,1008,Jalil Khadim Hussain,2300226,2871.204
2300225,2300225,5,10018004,SVTA Radio Hand Pice 4,3,1820,220,5502,262,2023-6-3 13-38-22,,2300226 10018004,11/21/2023,22310210,Al Burg Clinic,1008,Jalil Khadim Hussain,2300226,3971.877
2300226,2300226,1,10007000,Crio Lipo,1,36400,3400,34650,1650,2023-6-3 13-38-36,,2300227 10007000,10/11/2023,22310200,German Clinic FZ LLC,894,Dev Kumar Rai,2300227,26479.18
2300226,2300226,2,10008001,DeodLeaser Hand Piece,4,2100,1300,7455,355,2023-6-3 13-38-36,,2300227 10008001,10/11/2023,22310200,German Clinic FZ LLC,894,Dev Kumar Rai,2300227,6236.58
2300227,2300227,1,10016000,My Ultrasonic,1,9800,2600,7560,360,2023-6-3 13-38-47,,2300228 10016000,11/15/2023,22310133,Al Samnan Clinic,598,Allen Madrid Gomez,2300228,7178.01
2300228,2300228,1,10018001,SVTA Radio Hand Pice 1,4,1680,360,6678,318,2023-6-3 13-39-0,,2300229 10018001,11/12/2023,22310055,Al Noor Pharmacy,365,Allen Joseph Anora,2300229,4989.264
2300228,2300228,2,10018002,SVTA Radio Hand Pice 2,3,2100,300,6300,300,2023-6-3 13-39-0,,2300229 10018002,11/12/2023,22310055,Al Noor Pharmacy,365,Allen Joseph Anora,2300229,4551.435
2300229,2300229,1,10019000,VCA Laser,1,39200,3200,37800,1800,2023-6-3 13-39-15,,2300230 10019000,11/13/2023,22310097,Sahar Pharmacy,415,Tampos Antonio Magalona,2300230,28320.04
